seed,labeled_count,random_val_accuracy,random_val_weighted_f1,random_val_macro_f1,random_val_macro_precision,random_val_macro_recall,random_val_balanced_accuracy,random_val_mcc,random_val_f1_class_0,random_val_f1_class_1,random_val_f1_class_2,random_val_f1_class_3,random_test_accuracy,random_test_weighted_f1,random_test_macro_f1,random_test_macro_precision,random_test_macro_recall,random_test_balanced_accuracy,random_test_mcc,random_test_f1_class_0,random_test_f1_class_1,random_test_f1_class_2,random_test_f1_class_3,uncertainty_val_accuracy,uncertainty_val_weighted_f1,uncertainty_val_macro_f1,uncertainty_val_macro_precision,uncertainty_val_macro_recall,uncertainty_val_balanced_accuracy,uncertainty_val_mcc,uncertainty_val_f1_class_0,uncertainty_val_f1_class_1,uncertainty_val_f1_class_2,uncertainty_val_f1_class_3,uncertainty_test_accuracy,uncertainty_test_weighted_f1,uncertainty_test_macro_f1,uncertainty_test_macro_precision,uncertainty_test_macro_recall,uncertainty_test_balanced_accuracy,uncertainty_test_mcc,uncertainty_test_f1_class_0,uncertainty_test_f1_class_1,uncertainty_test_f1_class_2,uncertainty_test_f1_class_3,dataset,model_name,batch_size,epochs,learning_rate,initial_labeled,samples_per_iteration,num_iterations,pool_size,annotator_noise
42,250,0.8100558659217877,0.7250500034485137,0.22376543209876543,0.20251396648044692,0.25,0.25,0.0,0.8950617283950617,0.0,0.0,0.0,0.8099553128103277,0.7249102827086467,0.2237500857280022,0.20248882820258193,0.25,0.25,0.0,0.8950003429120088,0.0,0.0,0.0,0.8100558659217877,0.7250500034485137,0.22376543209876543,0.20251396648044692,0.25,0.25,0.0,0.8950617283950617,0.0,0.0,0.0,0.8099553128103277,0.7249102827086467,0.2237500857280022,0.20248882820258193,0.25,0.25,0.0,0.8950003429120088,0.0,0.0,0.0,gametox_merged,prajjwal1/bert-small,16,2,3e-05,250,10,50,5000,0.1
42,260,0.8382371198013656,0.7915709651513724,0.32437140169003265,0.39110905968254295,0.31340285752713204,0.31340285752713204,0.3530935095488269,0.9114513511606576,0.38603425559947296,0.0,0.0,0.8337884806355511,0.7858985302855296,0.31673604203767786,0.3779100125699699,0.30795427818643933,0.30795427818643933,0.3280955733423259,0.9094243792325056,0.3575197889182058,0.0,0.0,0.8377405338299193,0.793090021489819,0.32584184301900093,0.37771260997067446,0.3160502257122264,0.3160502257122264,0.3547744302842108,0.9125044279135671,0.39086294416243655,0.0,0.0,0.833416087388282,0.7894812670413924,0.32313392090306226,0.36775558593766794,0.31456083539388424,0.31456083539388424,0.3351595789570808,0.9095038682660231,0.3830318153462258,0.0,0.0,gametox_merged,prajjwal1/bert-small,16,2,3e-05,250,10,50,5000,0.1
42,270,0.8362507759155804,0.8098405447815611,0.35629935539185065,0.3546778128462033,0.35928020388245724,0.35928020388245724,0.4142054210399409,0.9124254253516977,0.5127719962157048,0.0,0.0,0.8288232373386296,0.8035648690111512,0.35059160179984894,0.34643774446988396,0.35552600087594965,0.35552600087594965,0.39329350798951807,0.9079219627549512,0.49444444444444446,0.0,0.0,0.8110490378646803,0.8011351266336441,0.3852416343393513,0.544592121764571,0.3914297751614242,0.3914297751614242,0.40614387946937375,0.8948254745866503,0.5100154083204931,0.13612565445026178,0.0,0.8036246276067527,0.7933150051573296,0.36848453922449875,0.4690603685289643,0.38109054008849164,0.38109054008849164,0.3862050820991818,0.8897577430236124,0.5001909125620466,0.08398950131233596,0.0,gametox_merged,prajjwal1/bert-small,16,2,3e-05,250,10,50,5000,0.1
42,280,0.8547486033519553,0.8266353600564734,0.40635679202728087,0.5235003613702833,0.3754752301047965,0.3754752301047965,0.4586223328848686,0.9213677679988458,0.5256556442417332,0.1784037558685446,0.0,0.8458291956305859,0.8166222345841609,0.38743560465607796,0.47788646173404015,0.362186683107966,0.362186683107966,0.4212158553789281,0.9171358452432511,0.489749430523918,0.14285714285714285,0.0,0.8063314711359404,0.7946775314106821,0.3538766827932408,0.33491047553660475,0.3821603194802239,0.3821603194802239,0.40748142977336016,0.8918543659364394,0.5236523652365237,0.0,0.0,0.8002730883813307,0.7890970410281817,0.3485334765640081,0.33023107434967097,0.37584023919633347,0.37584023919633347,0.388785452789155,0.8880833011955264,0.506050605060506,0.0,0.0,gametox_merged,prajjwal1/bert-small,16,2,3e-05,250,10,50,5000,0.1
42,290,0.8470515207945376,0.8161917253305411,0.3819215575433909,0.5286118944166921,0.35940233015343975,0.35940233015343975,0.42334428490535125,0.9160778658976207,0.5030812324929972,0.10852713178294573,0.0,0.8437189672293942,0.8124904006128834,0.3774438499413119,0.5028594035801632,0.3553014159174538,0.3553014159174538,0.40884117499266165,0.9147387387387388,0.48392554991539766,0.1111111111111111,0.0,0.8016139044072005,0.7987119820714411,0.39264061495975955,0.49164750478187214,0.40705186964319773,0.40705186964319773,0.4209913962933129,0.8890278211941232,0.5177629264861062,0.16377171215880892,0.0,0.7971698113207547,0.794101150814823,0.3815985859376484,0.45200739563127457,0.40138904515451546,0.40138904515451546,0.41249881432526986,0.8857388988957632,0.5168930686172065,0.12376237623762376,0.0,gametox_merged,prajjwal1/bert-small,16,2,3e-05,250,10,50,5000,0.1
42,300,0.8512725015518312,0.8287734180410788,0.42073084110947473,0.5450624525175423,0.39260390318430605,0.39260390318430605,0.4611830628528216,0.9190493601462523,0.5405960945529291,0.22327790973871733,0.0,0.8444637537239325,0.8213818337238751,0.40682429969149425,0.500482567232219,0.3824125623769274,0.3824125623769274,0.4349331775664992,0.9154723603392805,0.517829457364341,0.19399538106235567,0.0,0.8100558659217877,0.8045259624667189,0.3985637931938929,0.42181744731383003,0.4053398929636553,0.4053398929636553,0.41796366619606856,0.8939580764488286,0.5283893395133256,0.1719077568134172,0.0,0.8074726911618669,0.8012867077531547,0.38957275201249014,0.41059454961332564,0.39874192699442357,0.39874192699442357,0.4100000576170251,0.8923480003082377,0.5246153846153846,0.14132762312633834,0.0,gametox_merged,prajjwal1/bert-small,16,2,3e-05,250,10,50,5000,0.1
42,310,0.8496585971446307,0.8272211620119861,0.4109333739317181,0.5215269256115713,0.3887272034011535,0.3887272034011535,0.45885884881349065,0.918530468578133,0.5464590657960824,0.178743961352657,0.0,0.8443396226415094,0.8226387890998219,0.39941715080974394,0.47868873793880884,0.3839083358766911,0.3839083358766911,0.44575347345866356,0.9156786214006922,0.5432340009770396,0.13875598086124402,0.0,0.8283054003724395,0.8207189250652449,0.426129184649302,0.45238176646923867,0.42251082756374664,0.42251082756374664,0.45382629247636413,0.9055568259775898,0.5548654244306418,0.2440944881889764,0.0,0.8252234359483615,0.8177917247631984,0.41956108553005433,0.44124169167808386,0.41810626860099803,0.41810626860099803,0.44649355530477314,0.9036935286935287,0.5518945634266886,0.22265625,0.0,gametox_merged,prajjwal1/bert-small,16,2,3e-05,250,10,50,5000,0.1
42,320,0.8443202979515829,0.8302307449295127,0.4362130560487825,0.46887692892081334,0.4168377801529048,0.4168377801529048,0.4624955263848306,0.9160475482912332,0.5518262586377097,0.27697841726618705,0.0,0.8356504468718967,0.823057363473028,0.4182401542236475,0.4380273366700862,0.4054901352204186,0.4054901352204186,0.44192613320388163,0.9123907685413399,0.5394990366088632,0.22107081174438686,0.0,0.8422098075729361,0.8286925232007286,0.4249240212912088,0.4798797690972164,0.41437957058305297,0.41437957058305297,0.4722908630661702,0.9137620192307693,0.574945054945055,0.210989010989011,0.0,0.8361469712015889,0.8227416920003234,0.412113084458219,0.45220219890130514,0.4053127651127182,0.4053127651127182,0.4545722113686857,0.9107868211223108,0.5605596851770879,0.1771058315334773,0.0,gametox_merged,prajjwal1/bert-small,16,2,3e-05,250,10,50,5000,0.1
42,330,0.8321539416511483,0.8265324162061163,0.432334261620914,0.43497679860603056,0.4308611966413264,0.4308611966413264,0.4643495542160623,0.9093952073031571,0.5738359201773836,0.24610591900311526,0.0,0.8248510427010923,0.8195526078916447,0.41692286052170124,0.41779912160654764,0.4166070788113294,0.4166070788113294,0.44226586898044384,0.9062404870624049,0.5547640249332146,0.2066869300911854,0.0,0.8386095592799503,0.8290445458308983,0.4323392687481989,0.4456921363732418,0.4232086648098939,0.4232086648098939,0.4654362123416371,0.9128537025888019,0.5723562152133581,0.24414715719063546,0.0,0.8340367428003972,0.8254144240184281,0.4196742553561688,0.4274061389479407,0.41391718266654254,0.41391718266654254,0.4552472695719814,0.9115872057936029,0.5683918669131238,0.1987179487179487,0.0,gametox_merged,prajjwal1/bert-small,16,2,3e-05,250,10,50,5000,0.1
42,340,0.855741775294848,0.8309177180918148,0.4275135484212784,0.5337464935395089,0.3916876824729334,0.3916876824729334,0.4672909915758026,0.9208830980817951,0.535895986433013,0.25327510917030566,0.0,0.8494289970208541,0.8238259347889717,0.4110171764588932,0.49456488432758783,0.38039530246128056,0.38039530246128056,0.4423098902813639,0.9191655801825294,0.5059557572319909,0.21894736842105264,0.0,0.8182495344506517,0.8144593784615681,0.40722686332871444,0.40899992554536413,0.4163932476359926,0.4163932476359926,0.4479204069904229,0.9013127413127413,0.557919621749409,0.16967509025270758,0.0,0.8147964250248262,0.8118993832779071,0.40119494773636133,0.39868875050596403,0.412389302507837,0.412389302507837,0.44196513754496514,0.8997910701849415,0.5551629367883785,0.14982578397212543,0.0,gametox_merged,prajjwal1/bert-small,16,2,3e-05,250,10,50,5000,0.1
