seed,labeled_count,random_val_f1,random_test_f1,uncertainty_val_f1,uncertainty_test_f1,dataset,model_name,batch_size,epochs,learning_rate,initial_labeled,samples_per_iteration,num_iterations,pool_size,annotator_noise
42,260,0.8125200266188958,0.8362299214688124,0.8438415158120459,0.8691408146816377,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
42,270,0.8134719055930316,0.8375790764843765,0.8424766590938679,0.8662657221716209,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
42,280,0.8101466160918239,0.8335879729741652,0.841780821292226,0.8693491703542563,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
42,290,0.8045879909778724,0.8197656855208324,0.8419722513019094,0.8679099326143551,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
42,300,0.8136697711646341,0.8367706797165868,0.8432440139862825,0.8721043840573492,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
42,310,0.8107553506683928,0.8308608489843821,0.8310341264260748,0.8623844428258891,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
42,320,0.8142599013923166,0.8416599230808278,0.8447962699517596,0.8693007601973015,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
42,330,0.8159502916676967,0.8406865862022594,0.841396962205027,0.8677157501001553,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
42,340,0.812898713409023,0.8251303140743932,0.8415307395577568,0.8707811920931323,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
42,350,0.8169199563551992,0.8351978502593365,0.8425367277280912,0.8713496203562354,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
42,360,0.8212621629281334,0.847148019499747,0.8389277247599864,0.8664967705239491,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
42,370,0.821597335320865,0.8469004573953417,0.8439641614487995,0.8710505896572456,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
42,380,0.8261102467473205,0.8461890438000506,0.8412859709968536,0.8664256096139128,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
42,390,0.8157498386179471,0.8338042042868162,0.8426386978628692,0.8747821838281423,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
42,400,0.8015823904811183,0.8180867059953066,0.8440458624798947,0.8716159395552335,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
42,410,0.8009808695755686,0.8092601872011227,0.8421972366402963,0.8719036309190592,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
42,420,0.8084852573141796,0.8197376506036224,0.846101062854191,0.8729559829191121,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
42,430,0.806391481644691,0.8228587359969954,0.8431775990844969,0.8564481736119717,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
42,440,0.8234287252355607,0.8459683936107016,0.8494710309759547,0.8751265803801672,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
42,450,0.8320930440546009,0.854293505730655,0.8421070931137109,0.8704850029156871,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
42,460,0.8230295418346381,0.8430996633124975,0.8455665290032378,0.8720941540825579,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
42,470,0.8310538015606825,0.8496653201495926,0.8456081443587612,0.8697098542996773,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
42,480,0.8311656054191054,0.8466805547101958,0.8440179046367366,0.8699972301287224,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
42,490,0.8405397310974184,0.8591419857790469,0.8407264440195201,0.8673872861381292,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
42,500,0.8240095923133947,0.8473143707065696,0.8358853127161159,0.8601729757480928,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
43,100,0.31900365183099016,0.3162239176302235,0.31900365183099016,0.3162239176302235,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
43,110,0.6637766191914296,0.6492934394756126,0.6657691676194074,0.6620742498122596,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
43,120,0.7806097845574874,0.7752442253653439,0.7811443356589709,0.7865660355603006,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
43,130,0.8024590030642751,0.8130550453032608,0.8104171853028296,0.8243343809852771,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
43,140,0.8131899159404209,0.820310823739593,0.8175374666003965,0.8424410827593233,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
43,150,0.8130453138860706,0.8234437226330601,0.8212105290618057,0.8441723915722908,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
43,160,0.815258969734965,0.8305057629139945,0.8215728038072845,0.8482761853426398,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
43,170,0.8187747597435217,0.8330725525130482,0.8277224300882866,0.846740990692664,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
43,180,0.8207657132749132,0.8321056537876979,0.8292076995973106,0.852072750941882,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
43,190,0.819308695549842,0.8264483875145869,0.823154788890292,0.8488609294984834,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
43,200,0.8229367253093997,0.8328718518802211,0.8265095270501637,0.8525901957141231,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
43,210,0.7964699042247262,0.808319576837318,0.8353447150918728,0.8580626038209747,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
43,220,0.8163675572665037,0.8340913870727383,0.8362231894387552,0.8472021796616376,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
43,230,0.8227074012007386,0.8362571187922548,0.8435510440188609,0.8625382103832174,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
43,240,0.8193563726946371,0.8365857053727901,0.846357262687503,0.8637524349717797,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
43,250,0.7989272964675301,0.8153519682430631,0.8452219832453836,0.8640216374962405,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
43,260,0.8274830142300208,0.8359635408663112,0.8441878732494682,0.8690331221078691,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
43,270,0.8105281805317701,0.8296735183456333,0.8465019573718111,0.8631624769381562,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
43,280,0.817238402271825,0.8241490948362341,0.8452516274049752,0.8688677551736782,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
43,290,0.8166541240494283,0.8320846196091745,0.8438832911381681,0.8725896706238763,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
43,300,0.8187145707666993,0.8392686837008744,0.8522863192570608,0.8734589195197493,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
43,310,0.8226509632981133,0.8530660565612829,0.8474516946018269,0.8616752182624021,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
43,320,0.8219019641379898,0.8562070826064787,0.8426670143200724,0.8561004359358527,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
43,330,0.8248695304565681,0.8575681669356103,0.8445129779554073,0.8610297063760981,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
43,340,0.8212049193069771,0.8452763685395787,0.8518661677611981,0.8677215206276058,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
43,350,0.8165395546704263,0.8488579831817001,0.8526148459370088,0.868871486176388,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
43,360,0.8351791549684534,0.8595531711786569,0.855688026197746,0.873990693679159,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
43,370,0.827172160063777,0.8569243993184332,0.8549576824018099,0.8714402260966918,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
43,380,0.8256921014866245,0.8471386523340674,0.8458729424658818,0.8711799202911932,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
43,390,0.8273171577995323,0.8556943916296573,0.8524246723681195,0.873379070366201,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
43,400,0.8073082788456437,0.8368659277540432,0.854778056925791,0.8734422650353042,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
43,410,0.8335719436040332,0.8531966328322421,0.8487917735583818,0.8696548686244107,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
43,420,0.8267381846054579,0.853871528449275,0.8473933946956577,0.874037755312324,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
43,430,0.8298639862487153,0.8494266591627342,0.8483163077305134,0.8713025289700648,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
43,440,0.8303206880864115,0.8601966047958065,0.8466056243041685,0.8672438012365403,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
43,450,0.8209603323984471,0.8393531024721738,0.8436886265753707,0.8681040981023032,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
43,460,0.8230922826675272,0.8372038538026986,0.8480078639578688,0.8726523580073373,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
43,470,0.8112607243119688,0.8371128383313514,0.8513980488634699,0.8726933836553231,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
43,480,0.832402766467389,0.8562464482614828,0.8506450372384088,0.8735490325342109,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
43,490,0.8151796622477161,0.8361414910916932,0.8525003230794371,0.868172508583492,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
43,500,0.8149930765510329,0.8363361773620726,0.8550811969578014,0.8708263553529716,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
44,100,0.4284780666941162,0.4263702993018005,0.4284780666941162,0.4263702993018005,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
44,110,0.6901423613914056,0.6999195363943024,0.6735075710674361,0.675391724768884,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
44,120,0.766054200963595,0.780351154258163,0.7827214894912937,0.7947584902365133,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
44,130,0.7898267511671314,0.8036889961430981,0.8121234946245506,0.8249336115019491,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
44,140,0.80448274295168,0.818254272116985,0.8157058796870832,0.8315313615167266,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
44,150,0.7660661889573593,0.7878366666662064,0.8217516511372361,0.8397040651897086,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
44,160,0.7918569303333202,0.8134776842339357,0.8159243169401418,0.8387398901283221,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
44,170,0.8112803043481641,0.8264668222908158,0.8196292038696528,0.8451416542802368,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
44,180,0.8035450761382537,0.829637723929108,0.8205412648667537,0.840920098387994,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
44,190,0.814864037769756,0.8375382951548656,0.8257132230027605,0.8494178312431289,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
44,200,0.8018568048565686,0.829254555810058,0.8296093548786869,0.8561775322036513,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
44,210,0.796133828900596,0.8080418720512824,0.8313820207542825,0.8559188533825758,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
44,220,0.805017545072731,0.830313974469139,0.8337752114926058,0.8503985968549669,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
44,230,0.8013287872637523,0.8255925972628219,0.8347320264996431,0.8594289903735118,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
44,240,0.8037511545983186,0.8299417054011894,0.8326403506312857,0.8572805256492516,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
44,250,0.7815122778621443,0.8153268343515633,0.839508405820811,0.8577164070973825,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
44,260,0.8002827743837864,0.8366062889717265,0.8418090207912444,0.860399318592114,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
44,270,0.7637764237292849,0.8124295232922322,0.8325170698925537,0.8591714088736444,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
44,280,0.7892384466839429,0.8253180930100517,0.8377531806272319,0.8650753378857938,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
44,290,0.7893946912872575,0.8266887067018256,0.8406238115974275,0.8644862787039068,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
44,300,0.7774174932698029,0.816861090866495,0.8355264022977245,0.8640333613718681,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
44,310,0.7701984501944832,0.8068016058421477,0.8427789334329943,0.8678582108635922,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
44,320,0.8212396630345211,0.8474227782854509,0.8389617857497681,0.8658566894844484,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
44,330,0.7807698471577781,0.8223591847359429,0.8367521347786379,0.8642204038287362,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
44,340,0.810727005903215,0.8411279249234473,0.8431654936940602,0.8651370615011925,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
44,350,0.8225252279156586,0.8512584124148144,0.8431756761951177,0.863543751019811,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
44,360,0.8175892640929765,0.8496802344177581,0.8420735303376187,0.8641741668630714,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
44,370,0.8153824136183392,0.8283201362911348,0.8478220377222909,0.8700505222655769,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
44,380,0.8051369093050514,0.8182355146398382,0.8315886347923802,0.8639844453556308,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
44,390,0.8220012515228602,0.8487731284408562,0.8425461025593041,0.8685412582744938,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
44,400,0.8074728669732492,0.8344663649985541,0.8423070515560603,0.8682634492158252,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
44,410,0.8319383655013024,0.8546608933645135,0.8412899589103903,0.8656436128063626,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
44,420,0.8172573848566197,0.8478679045198573,0.8356342136272198,0.8587310297364281,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
44,430,0.8098510931669175,0.841124585948325,0.8368748823569389,0.8653399216030716,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
44,440,0.8250208324439242,0.8530976632828563,0.8414757174690054,0.8695935681528236,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
44,450,0.8280566513666655,0.8502454128091661,0.8388253124043231,0.858900502470827,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
44,460,0.8164934306357737,0.8497224360609709,0.8375569588424838,0.8640884168012982,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
44,470,0.8366194597277081,0.8642596509889412,0.8250230151280509,0.8467739372214308,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
44,480,0.827735541099096,0.8517450948775486,0.8446241265434344,0.8733484739964865,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
44,490,0.8335468089404958,0.8540095457276189,0.8335815030977768,0.8603279666648556,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
44,500,0.8314019054767773,0.8523965160423715,0.8417118873787985,0.866990446695589,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
45,100,0.648825067187794,0.6590614158627082,0.648825067187794,0.6590614158627082,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
45,110,0.7182979208463901,0.7362157952833599,0.7359606486304413,0.757923386661408,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
45,120,0.764263674367955,0.7876238442641211,0.7800727637156364,0.7972187262436402,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
45,130,0.7866593473156971,0.8077740873007396,0.7964695912358845,0.813179881304753,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
45,140,0.7981664765867938,0.8158153870711711,0.8217603330707992,0.8388838792168823,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
45,150,0.7889073854495955,0.812324033999373,0.8154977776624055,0.8355801533644697,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
45,160,0.7883800675776633,0.806401301646708,0.8112643433380596,0.8338503010748699,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
45,170,0.7983388167473947,0.8105848580794014,0.8275801990376508,0.8444477201656796,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
45,180,0.7968913315938759,0.8124864007952163,0.8203155824364946,0.8429011600510266,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
45,190,0.7949172891574547,0.8090262564608104,0.8256716731143429,0.8461283109607276,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
45,200,0.7974682903298232,0.8113501904944944,0.8266928832657185,0.8450706795194602,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
45,210,0.7952934798178771,0.8122000191083407,0.8342825311474669,0.8514404711135033,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
45,220,0.7986274304997217,0.8218390498592771,0.8381791619758526,0.8555040163490767,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
45,230,0.8101108365577178,0.8215574986227971,0.8331862870722015,0.8519719542353755,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
45,240,0.7441692745713496,0.7771474579207818,0.8118539493288184,0.8341053833709162,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
45,250,0.7694146598360257,0.8039190834420694,0.8286760126829972,0.853141958624368,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
45,260,0.8041117809747028,0.8226900568901758,0.8182004148927463,0.8444241050574115,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
45,270,0.7993136681596416,0.8167756557809169,0.8235871817891164,0.8509870003023013,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
45,280,0.820084525336758,0.8291950537825024,0.8221156765434486,0.8466408059866245,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
45,290,0.8165216962111972,0.8316319907408098,0.8393947376860019,0.8604956039374994,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
45,300,0.8143233142881852,0.8354546640207378,0.8162655582791961,0.8416659252303185,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
45,310,0.8095487339934385,0.817567989568218,0.8364704993708869,0.8633151781532116,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
45,320,0.8054427685231357,0.8089541245401332,0.8433294935767592,0.8654460464855176,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
45,330,0.7895646243538011,0.7915671980923743,0.8372797073227337,0.8651792450492204,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
45,340,0.8120412783294848,0.8175259236210505,0.8371389319765962,0.8627877365119757,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
45,350,0.8128349737783285,0.8248346497796568,0.8396725230375277,0.8613167885809038,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
45,360,0.8124556820951202,0.8307879477651455,0.8368010191020714,0.8631377952185415,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
45,370,0.8171902976598734,0.8283040902746646,0.837532556306982,0.8615628157424442,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
45,380,0.8055816154685532,0.8336137336555381,0.8324253915691053,0.8564597909068077,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
45,390,0.8161814423906202,0.8412971152009828,0.8303645062002946,0.8595209316320573,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
45,400,0.78510028183068,0.8183135256172906,0.8374917781664372,0.8624979055871909,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
45,410,0.8138340670650621,0.8261842814951469,0.8429081898349059,0.8669022327360343,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
45,420,0.8246895661126363,0.8463346996073854,0.8406491322440865,0.8664457847197456,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
45,430,0.8283190311832211,0.8496887557243852,0.8394636445445288,0.8668504838401824,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
45,440,0.7798779404858066,0.8163900686484354,0.8361672782885049,0.8614989928969172,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
45,450,0.8197280522141434,0.8408336580868474,0.840785735839732,0.8684937459730927,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
45,460,0.7928678350145568,0.8166578334618627,0.8426944718765926,0.8707030543313049,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
45,470,0.7832617281572706,0.8008253310073356,0.8429706071196159,0.8704643059544924,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
45,480,0.8119479299952261,0.8359721650511462,0.824065531028951,0.8483218057936177,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
45,490,0.8238984611647818,0.8450761871108696,0.8387188142740655,0.8600430683124415,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
45,500,0.8131422345320046,0.8281058122776183,0.8388226207834488,0.8600721631882801,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
46,100,0.5320857163757146,0.5430652130398147,0.5320857163757146,0.5430652130398147,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
46,110,0.5706017920381167,0.5762658991659423,0.6445575340422334,0.6417125049978337,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
46,120,0.7567034736823921,0.7429501749571036,0.7910934471527205,0.7958571087973182,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
46,130,0.7953356817351552,0.8011649736377887,0.8156428315840816,0.8260484012077556,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
46,140,0.8042255661739282,0.8174763518390356,0.8134215869929698,0.8290782157843413,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
46,150,0.8000162788922361,0.8128998118532885,0.8183069663749775,0.836479471551027,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
46,160,0.8032304063412167,0.8142434045333713,0.8268267339174431,0.8446748606722241,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
46,170,0.8046061751840268,0.8107521245579721,0.8293104947416648,0.8461897474225704,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
46,180,0.8165883688879846,0.8268716416952813,0.8353915493470857,0.850941022228563,ag_news,prajjwal1/bert-mini,16,4,3e-05,100,10,40,2500,0.0
