seed,labeled_count,random_val_accuracy,random_val_weighted_f1,random_val_macro_f1,random_val_f1_class_0,random_val_f1_class_1,random_val_f1_class_2,random_val_f1_class_3,random_test_accuracy,random_test_weighted_f1,random_test_macro_f1,random_test_f1_class_0,random_test_f1_class_1,random_test_f1_class_2,random_test_f1_class_3,uncertainty_val_accuracy,uncertainty_val_weighted_f1,uncertainty_val_macro_f1,uncertainty_val_f1_class_0,uncertainty_val_f1_class_1,uncertainty_val_f1_class_2,uncertainty_val_f1_class_3,uncertainty_test_accuracy,uncertainty_test_weighted_f1,uncertainty_test_macro_f1,uncertainty_test_f1_class_0,uncertainty_test_f1_class_1,uncertainty_test_f1_class_2,uncertainty_test_f1_class_3,dataset,model_name,batch_size,epochs,learning_rate,initial_labeled,samples_per_iteration,num_iterations,pool_size,annotator_noise
42,310,0.8625698324022346,0.8294656591222319,0.3782742807009323,0.9251329213967524,0.5769449176604202,0.011019283746556474,0.0,0.8629592850049652,0.831302101844402,0.3816094336826632,0.92523768366465,0.5904761904761905,0.010723860589812333,0.0,0.8513966480446927,0.8127825113175174,0.3781351129297176,0.9175038913258808,0.46235842771485675,0.13267813267813267,0.0,0.8542701092353525,0.8187140228203723,0.3889435417237592,0.9188152567653952,0.4954954954954955,0.14146341463414633,0.0,gametox_merged,bert-base-uncased,16,1,3e-05,200,10,50,5000,0.1
42,320,0.8624456859093731,0.8284120732024041,0.37473823393416905,0.9249210450760839,0.5740318906605922,0.0,0.0,0.8658142999006951,0.8337079752777737,0.38362908690931075,0.9264462214537857,0.602436323366556,0.005633802816901409,0.0,0.8593420235878336,0.8306192961982725,0.40930001474712924,0.921272308578008,0.5632183908045977,0.15270935960591134,0.0,0.8606007944389275,0.8330108857315507,0.4077800974273187,0.9230657989877079,0.577728776185226,0.13032581453634084,0.0,gametox_merged,bert-base-uncased,16,1,3e-05,200,10,50,5000,0.1
42,330,0.8363749224084419,0.8274297737122853,0.4135572303474388,0.9114674367353143,0.6012006861063465,0.14156079854809436,0.0,0.8392502482621649,0.8311524245122105,0.416745138448898,0.9145942657236291,0.6102719033232629,0.14211438474870017,0.0,0.8554934823091248,0.835465228158948,0.41849672460810095,0.9195979899497487,0.6111908177905309,0.1431980906921241,0.0,0.8555114200595829,0.8355726704265193,0.4116647156548889,0.9220288781932617,0.6061465721040189,0.11848341232227488,0.0,gametox_merged,bert-base-uncased,16,1,3e-05,200,10,50,5000,0.1
42,340,0.8598386095592799,0.8352340916164933,0.402069218778998,0.9251146204788588,0.5942733657482442,0.08888888888888889,0.0,0.8604766633565045,0.8374414923405209,0.4049551223080002,0.9259773474607235,0.6063157894736843,0.087527352297593,0.0,0.8579764121663563,0.839162075618838,0.4238863050990755,0.9227373068432672,0.6149131767109295,0.15789473684210525,0.0,0.8593594836146972,0.8415433881821287,0.430355391050993,0.9244503467611037,0.6151530356246864,0.18181818181818182,0.0,gametox_merged,bert-base-uncased,16,1,3e-05,200,10,50,5000,0.1
42,350,0.8438237119801366,0.8298225348969933,0.3976111613130395,0.9174951773260127,0.6070516096065406,0.06589785831960461,0.0,0.8471946375372393,0.8354142747758584,0.4087714051993519,0.9207625856419422,0.620131512392514,0.09419152276295134,0.0,0.8543761638733706,0.8298166827249286,0.421855929522547,0.9206143197058188,0.5548071034905082,0.16380952380952382,0.04819277108433735,0.8563803376365442,0.8350209517596386,0.4246089288442423,0.922061915464366,0.5760095011876485,0.20036429872495445,0.0,gametox_merged,bert-base-uncased,16,1,3e-05,200,10,50,5000,0.1
42,360,0.8552451893234017,0.835936982081269,0.3974682573189131,0.9235988200589971,0.6225366346639717,0.0437375745526839,0.0,0.8534011916583912,0.8363671569948222,0.4014537752667765,0.9239082161361954,0.6182364729458918,0.06367041198501873,0.0,0.8590937306021105,0.8332245993825415,0.41479828263419255,0.9218095100448042,0.5763097949886105,0.1610738255033557,0.0,0.8609731876861966,0.8361275446874346,0.4199125658846244,0.9240469633280185,0.5803224013340745,0.1752808988764045,0.0,gametox_merged,bert-base-uncased,16,1,3e-05,200,10,50,5000,0.1
42,370,0.8602110490378647,0.8356831520291402,0.39591261832955715,0.924872355944566,0.612374405076679,0.04640371229698376,0.0,0.8608490566037735,0.8374872074415218,0.4045996172644919,0.9264372854116444,0.6131926121372032,0.053452115812917596,0.02531645569620253,0.8587212911235258,0.8362323402539997,0.4292952387937936,0.9224744361447531,0.5862068965517241,0.18110236220472442,0.0273972602739726,0.858987090367428,0.8382267374397683,0.42820854845707434,0.923009687522762,0.5956497490239822,0.1941747572815534,0.0,gametox_merged,bert-base-uncased,16,1,3e-05,200,10,50,5000,0.1
42,380,0.8625698324022346,0.8386860375082513,0.397413348283679,0.9263992948435434,0.629024269440317,0.034229828850855744,0.0,0.8630834160873883,0.8406198551863316,0.4000889524177979,0.9283819628647215,0.6295210166177908,0.04245283018867924,0.0,0.8595903165735568,0.839289687627067,0.4348402573647635,0.9238600829030615,0.5951834862385321,0.1980952380952381,0.022222222222222223,0.8582423038728898,0.8397033506866416,0.4342797541326132,0.9230993938508727,0.5993303571428571,0.21468926553672316,0.0,gametox_merged,bert-base-uncased,16,1,3e-05,200,10,50,5000,0.1
42,390,0.8538795779019243,0.8212389534603125,0.381123243938936,0.9197111603631944,0.5391733497840839,0.037037037037037035,0.02857142857142857,0.8542701092353525,0.8239552680005585,0.38572131544317717,0.9207693411798479,0.5510574018126888,0.0447427293064877,0.02631578947368421,0.8645561762880198,0.8473856213473618,0.4381893530643822,0.9286822851230507,0.6273538156590683,0.19672131147540983,0.0,0.8650695134061569,0.8481183755569576,0.43419781550663744,0.9300222386953299,0.632495164410058,0.17427385892116182,0.0,gametox_merged,bert-base-uncased,16,1,3e-05,200,10,50,5000,0.1
42,400,0.8322780881440099,0.8252094404898997,0.4087950110492731,0.9087997559859692,0.6081370449678801,0.11824324324324324,0.0,0.8362711022840119,0.8312428945803337,0.41730573592309517,0.9143728555089592,0.6119929453262787,0.14285714285714285,0.0,0.858348851644941,0.8440156231388622,0.44221317411117333,0.9259561826958782,0.6140264835703776,0.2082514734774067,0.020618556701030927,0.858987090367428,0.8455051378959888,0.4454656896079053,0.9265822784810127,0.6193921852387844,0.21568627450980393,0.020202020202020204,gametox_merged,bert-base-uncased,16,1,3e-05,200,10,50,5000,0.1
42,410,0.8511483550589696,0.8287022787916855,0.3926434106417891,0.9195402298850575,0.5877422734415925,0.06329113924050633,0.0,0.8532770605759682,0.8313038703443814,0.392901144173283,0.9219837374551315,0.5960125918153201,0.05360824742268041,0.0,0.8655493482309125,0.8375594825252702,0.4125317884964065,0.9280289330922242,0.5859802847754655,0.10909090909090909,0.02702702702702703,0.865317775571003,0.837519781752584,0.3996982327914284,0.9280162707924747,0.6003159557661928,0.07046070460704607,0.0,gametox_merged,bert-base-uncased,16,1,3e-05,200,10,50,5000,0.1
42,420,0.8108007448789571,0.8137396243384185,0.42719205358611295,0.8949757395523557,0.5855750487329434,0.17266187050359713,0.05555555555555555,0.8157894736842105,0.8202246871351765,0.4245943571079564,0.9004940014114327,0.594402837997635,0.2034805890227577,0.0,0.863935443823712,0.845022765043054,0.43020096981562483,0.9290093816946148,0.6144109055501461,0.17738359201773837,0.0,0.8638282025819265,0.8460190529949129,0.4360205668482597,0.9287618483412322,0.6170825335892515,0.19823788546255505,0.0,gametox_merged,bert-base-uncased,16,1,3e-05,200,10,50,5000,0.1
42,430,0.8506517690875233,0.8222683606456663,0.39103994940923914,0.9212208258527828,0.5088607594936709,0.1340782122905028,0.0,0.8494289970208541,0.8239310481280888,0.38974172498622156,0.9211115120894984,0.5307125307125307,0.10714285714285714,0.0,0.8635630043451272,0.8394198035413529,0.4193744760662318,0.9284624881981263,0.5794701986754967,0.16956521739130434,0.0,0.8666832174776564,0.8442536073483274,0.4288267530645377,0.9295138129601282,0.6055734190782422,0.18021978021978022,0.0,gametox_merged,bert-base-uncased,16,1,3e-05,200,10,50,5000,0.1
42,440,0.8641837368094352,0.833779852158082,0.3901707939429227,0.9261502956872927,0.5924276169265034,0.042105263157894736,0.0,0.8642005958291956,0.8353947120120296,0.3926703479258235,0.9272319165882268,0.5971769815418024,0.04627249357326478,0.0,0.8297951582867784,0.8247170039066866,0.43228287993194603,0.9069803436000619,0.5843714609286523,0.210752688172043,0.02702702702702703,0.8303128103277061,0.8240321801390266,0.4198566283114688,0.907530539662904,0.5863756115920211,0.18552036199095023,0.0,gametox_merged,bert-base-uncased,16,1,3e-05,200,10,50,5000,0.1
42,450,0.8590937306021105,0.8263496941570517,0.38320236609428293,0.9220853623603552,0.5595732068761115,0.05115089514066496,0.0,0.8572492552135055,0.8264273212898223,0.3805514128787733,0.922767150870128,0.5607911576497964,0.03864734299516908,0.0,0.8644320297951583,0.8464260714167773,0.4364237936978204,0.9272459499263623,0.6321138211382114,0.18633540372670807,0.0,0.8656901688182721,0.8472500179630164,0.4299861047377934,0.9294134983790157,0.6360424028268551,0.1544885177453027,0.0,gametox_merged,bert-base-uncased,16,1,3e-05,200,10,50,5000,0.1
42,460,0.8511483550589696,0.8340615142655265,0.3999399147276119,0.9216240333135038,0.6141356255969437,0.064,0.0,0.8514150943396226,0.8367951805358105,0.40612228561573727,0.9230884221541221,0.6207865168539326,0.08061420345489444,0.0,0.8608317815021725,0.8440044240747779,0.4393303069235855,0.9282812615407342,0.6022155085599195,0.20118343195266272,0.02564102564102564,0.8634558093346574,0.8465241056855253,0.4333506978699425,0.9293003993492087,0.623015873015873,0.18108651911468812,0.0,gametox_merged,bert-base-uncased,16,1,3e-05,200,10,50,5000,0.1
42,470,0.8376163873370577,0.8244072003122923,0.39923387239467734,0.9113712374581939,0.605489553461696,0.05568445475638051,0.024390243902439025,0.8414846077457795,0.8301242293452467,0.39889343386800286,0.9167809785093736,0.6146901928600739,0.0641025641025641,0.0,0.8617008069522036,0.8416354734667867,0.4317576170354145,0.9264987479746649,0.6052242483982258,0.17061611374407584,0.024691358024691357,0.8614697120158887,0.8409142227245002,0.4187739773792237,0.9269156946700133,0.60990860990861,0.1382716049382716,0.0,gametox_merged,bert-base-uncased,16,1,3e-05,200,10,50,5000,0.1
42,480,0.8592178770949721,0.8411678691061524,0.42793465938155006,0.9249576552028869,0.610655737704918,0.1761252446183953,0.0,0.8598560079443893,0.8431970657259089,0.4246009982182038,0.9269338855198935,0.6231811339688911,0.1482889733840304,0.0,0.858969584109249,0.8413666677925722,0.4267552133333554,0.9262282915244174,0.6134852801519468,0.14349775784753363,0.023809523809523808,0.8579940417080437,0.8403644422167967,0.41450668817214487,0.9261105737034006,0.6185374941779227,0.11337868480725624,0.0,gametox_merged,bert-base-uncased,16,1,3e-05,200,10,50,5000,0.1
42,490,0.8545003103662322,0.8345935469198613,0.39900783680438984,0.9215321680922276,0.6222426470588235,0.052256532066508314,0.0,0.8573733862959285,0.8388148054841044,0.40205341096727465,0.9257270693512304,0.628310502283105,0.05417607223476298,0.0,0.8653010552451893,0.8448107332301287,0.42856624616339417,0.9306582704840008,0.601788532351394,0.18181818181818182,0.0,0.8656901688182721,0.8463381067054252,0.4399450876207053,0.9300755741433707,0.6116303219106958,0.1936842105263158,0.024390243902439025,gametox_merged,bert-base-uncased,16,1,3e-05,200,10,50,5000,0.1
42,500,0.8400993171942892,0.8260676971496521,0.393008986991763,0.913422869716974,0.6088393225939694,0.049773755656108594,0.0,0.8448361469712016,0.8321086469277217,0.40014444604923366,0.9185005311883442,0.6194467728415759,0.06263048016701461,0.0,0.8666666666666667,0.8429036780708935,0.42768192292217927,0.9293371253555021,0.6038723181580324,0.15085158150851583,0.02666666666666667,0.8668073485600795,0.842799024217687,0.4159119742224065,0.9303413493165704,0.6073619631901841,0.12594458438287154,0.0,gametox_merged,bert-base-uncased,16,1,3e-05,200,10,50,5000,0.1
42,510,0.8516449410304159,0.8289669149753778,0.38952124550694367,0.9199290884916531,0.5931558935361216,0.045,0.0,0.8548907646474677,0.8331769204444011,0.39404310745871834,0.9231566479123482,0.6042352941176471,0.04878048780487805,0.0,0.8620732464307883,0.8469250561731074,0.4386425319246332,0.9283898938555838,0.6321055025011368,0.17233560090702948,0.021739130434782608,0.8577457795431976,0.8419385557397602,0.42308996596857934,0.9263583295913785,0.624943719045475,0.12064965197215777,0.02040816326530612,gametox_merged,bert-base-uncased,16,1,3e-05,200,10,50,5000,0.1
42,520,0.8291744258224705,0.8272014412791088,0.4251738214990055,0.9098621420996819,0.5903614457831325,0.20047169811320756,0.0,0.8325471698113207,0.8327949350347085,0.43570814931465063,0.9143900768586866,0.594188376753507,0.23425414364640884,0.0,0.8641837368094352,0.8488422076302731,0.444365287774391,0.9304884395212252,0.6261369076112973,0.1955193482688391,0.02531645569620253,0.8612214498510427,0.8465967084706747,0.4428103399459143,0.9284329804681676,0.6227657572906867,0.1947261663286004,0.02531645569620253,gametox_merged,bert-base-uncased,16,1,3e-05,200,10,50,5000,0.1
42,530,0.8553693358162632,0.8281743436857303,0.3937692550414115,0.9206440898259802,0.5710995970063327,0.08333333333333333,0.0,0.8573733862959285,0.8326493194378944,0.4071035837560869,0.9232666086451987,0.5735129068462402,0.1316348195329087,0.0,0.8608317815021725,0.8318115101013372,0.4136919432711067,0.9255510086869122,0.5416417016177352,0.1643192488262911,0.023255813953488372,0.8619662363455809,0.83351719928547,0.4293977200033947,0.925979262672811,0.5562608193883439,0.13658536585365855,0.09876543209876543,gametox_merged,bert-base-uncased,16,1,3e-05,200,10,50,5000,0.1
42,540,0.8558659217877095,0.835797377036997,0.40654882642229545,0.9221114802510151,0.6163645271925526,0.08771929824561403,0.0,0.8607249255213505,0.8415953887851277,0.4158712423864572,0.9267751479289941,0.623666343355965,0.11304347826086956,0.0,0.8566108007448789,0.8401673158330039,0.44118513285745675,0.9291581108829569,0.570944036178632,0.18543046357615894,0.07920792079207921,0.8593594836146972,0.8451536765828609,0.45970533425258997,0.9294282139966149,0.5952248750694059,0.2161290322580645,0.09803921568627451,gametox_merged,bert-base-uncased,16,1,3e-05,200,10,50,5000,0.1
42,550,0.8579764121663563,0.8355648297072339,0.41351475778617086,0.9222911346224005,0.5995717344753747,0.13219616204690832,0.0,0.8592353525322741,0.8395799844336561,0.42508129953931983,0.9243524836745176,0.6048932847475273,0.1710794297352342,0.0,0.8646803227808815,0.8409792790376933,0.4451903720283201,0.930148389431777,0.5744064852345108,0.16933638443935928,0.10687022900763359,0.8655660377358491,0.8422676140939411,0.4470752829431235,0.9297697726777544,0.5933333333333334,0.14553990610328638,0.11965811965811966,gametox_merged,bert-base-uncased,16,1,3e-05,200,10,50,5000,0.1
42,560,0.834016139044072,0.8296980540557414,0.43761395561914707,0.911522478277295,0.5908419497784343,0.21992238033635186,0.028169014084507043,0.833540218470705,0.8300374895289444,0.42760360861893487,0.9136679770184457,0.5858283433133733,0.2109181141439206,0.0,0.8621973929236499,0.8482054173039295,0.456150346040228,0.9303016792985584,0.6199804113614104,0.19301848049281314,0.08130081300813008,0.8629592850049652,0.8496760937004902,0.45953677481556987,0.9306207616066771,0.6342637151106834,0.17408906882591094,0.09917355371900827,gametox_merged,bert-base-uncased,16,1,3e-05,200,10,50,5000,0.1
42,570,0.855741775294848,0.8403525251184828,0.44008685705392303,0.921622627465575,0.606657290201594,0.2320675105485232,0.0,0.8551390268123138,0.8401786386407216,0.43039170245748165,0.9227554295096649,0.614385150812065,0.18442622950819673,0.0,0.8666666666666667,0.8508151640535063,0.4532135814804759,0.9322573480417561,0.6301775147928994,0.18791946308724833,0.0625,0.8669314796425025,0.8503161496246284,0.4529959739608447,0.9326309541474996,0.6371511068334937,0.14220183486238533,0.1,gametox_merged,bert-base-uncased,16,1,3e-05,200,10,50,5000,0.1
42,580,0.8582247051520795,0.842711880363316,0.442848281260859,0.9243275199527047,0.6152273888605008,0.20326678765880218,0.02857142857142857,0.8581181727904668,0.8435663911822292,0.4276026778934945,0.9261515601783061,0.6278955150320354,0.15636363636363637,0.0,0.8662942271880819,0.8501511653993806,0.44407450610773996,0.9329977048937588,0.6314229249011858,0.15632183908045977,0.05555555555555555,0.8664349553128103,0.8505301999107112,0.4501820597990229,0.9329272821807918,0.6368876080691642,0.1451990632318501,0.08571428571428572,gametox_merged,bert-base-uncased,16,1,3e-05,200,10,50,5000,0.1
42,590,0.854252017380509,0.8405627840572406,0.4404661887193829,0.9215042530965527,0.6091466289486092,0.23121387283236994,0.0,0.8567527308838133,0.8426372475359509,0.4367642675333183,0.9234214061800269,0.6232427366447985,0.20039292730844793,0.0,0.8650527622594661,0.8476803119828084,0.44797851973846853,0.9311770787180623,0.6214463840399003,0.16055045871559634,0.07874015748031496,0.8656901688182721,0.847914374474283,0.4493335918579427,0.9312333629103815,0.6249388753056234,0.1542056074766355,0.08695652173913043,gametox_merged,bert-base-uncased,16,1,3e-05,200,10,50,5000,0.1
42,600,0.8435754189944135,0.8323905507722028,0.4251509875381201,0.9153185995291259,0.6010748243075651,0.18421052631578946,0.0,0.8485600794438928,0.8356547402543942,0.4202754418295771,0.9189884918231375,0.6157718120805369,0.14634146341463414,0.0,0.8708876474239603,0.8500980317523671,0.43623652745755226,0.9335863377609108,0.6198704103671706,0.19148936170212766,0.0,0.8722691161866931,0.8535587663318192,0.46385317653973596,0.9337728937728937,0.6311345646437995,0.21991701244813278,0.07058823529411765,gametox_merged,bert-base-uncased,16,1,3e-05,200,10,50,5000,0.1
42,610,0.8579764121663563,0.8364160795938448,0.42610062108789104,0.9235469556994254,0.5751412429378531,0.2057142857142857,0.0,0.8538977159880834,0.8333550456485783,0.4209085714803148,0.9219992703392922,0.5657015590200446,0.19593345656192238,0.0,0.871260086902545,0.8506280236656956,0.4388798387237183,0.933255097550242,0.631955079122001,0.16705336426914152,0.023255813953488372,0.8723932472691162,0.8529780395631311,0.4623042871750297,0.9332941089946312,0.6409614421632449,0.17972350230414746,0.09523809523809523,gametox_merged,bert-base-uncased,16,1,3e-05,200,10,50,5000,0.1
42,620,0.8546244568590937,0.8318979853422882,0.4189645698178257,0.9225183356328517,0.5487944890929966,0.20454545454545456,0.0,0.8538977159880834,0.8313923216677835,0.4146499801979024,0.9227190112686295,0.5506257110352674,0.18525519848771266,0.0,0.8713842333954066,0.8520733900719296,0.43399929437124807,0.9336286452565522,0.6445959104186952,0.15777262180974477,0.0,0.8649453823237339,0.8466948430178498,0.451540984964718,0.929174692547044,0.6295238095238095,0.14746543778801843,0.1,gametox_merged,bert-base-uncased,16,1,3e-05,200,10,50,5000,0.1
42,630,0.8227188081936685,0.8235922379358498,0.43471608260977834,0.9030037546933667,0.600685192234488,0.2070063694267516,0.028169014084507043,0.8222442899702085,0.8249513427167204,0.427435661111921,0.9046235968286365,0.6057142857142858,0.19940476190476192,0.0,0.8708876474239603,0.8555356087808913,0.4625661996768554,0.9343141625798781,0.6510516252390057,0.1894273127753304,0.07547169811320754,0.8661866931479643,0.8502957781380335,0.45080261857560255,0.9318249479011611,0.6378581493658995,0.15945330296127563,0.07407407407407407,gametox_merged,bert-base-uncased,16,1,3e-05,200,10,50,5000,0.1
42,640,0.8448168839230292,0.8309371489008702,0.4280529083245469,0.9164035483385957,0.5821350762527233,0.18510158013544017,0.02857142857142857,0.849304865938431,0.835184883881352,0.42261620417056467,0.9203699526280171,0.5952069716775599,0.17488789237668162,0.0,0.8720049658597144,0.8533290463553485,0.45512790762509076,0.9349599470860587,0.6358974358974359,0.17488789237668162,0.07476635514018691,0.8691658391261172,0.8505974601053128,0.4501720889158983,0.9319472093194721,0.6369047619047619,0.16933638443935928,0.0625,gametox_merged,bert-base-uncased,16,1,3e-05,200,10,50,5000,0.1
42,650,0.855741775294848,0.8348686253832011,0.4310839500360477,0.9229313732624991,0.5545350172215844,0.24686940966010734,0.0,0.855883813306852,0.8356815832662341,0.4248084257300717,0.9240090517556026,0.566815144766147,0.20840950639853748,0.0,0.8708876474239603,0.8542879093389285,0.45987837979562124,0.9347246891651865,0.6437346437346437,0.1740976645435244,0.08695652173913043,0.8691658391261172,0.8526492362033611,0.46126635500158936,0.9334816462736374,0.6447559207346544,0.15319148936170213,0.11363636363636363,gametox_merged,bert-base-uncased,16,1,3e-05,200,10,50,5000,0.1
42,660,0.8559900682805711,0.8402943106344077,0.44617449339510823,0.9232582118132273,0.581507215392838,0.2799325463743676,0.0,0.8577457795431976,0.8429705027333103,0.4401863674575103,0.9258054980786284,0.6010416666666667,0.23389830508474577,0.0,0.8665425201738051,0.8514702699453689,0.439343586587001,0.9322846441947565,0.6392489941886456,0.18584070796460178,0.0,0.868421052631579,0.8525269137656519,0.4437411905318474,0.9331936859429939,0.64576802507837,0.16933638443935928,0.02666666666666667,gametox_merged,bert-base-uncased,16,1,3e-05,200,10,50,5000,0.1
42,670,0.8509000620732464,0.8272515240970628,0.3925065596780581,0.9203332846075135,0.5661764705882353,0.08351648351648351,0.0,0.8546425024826216,0.8323006625924727,0.40282583766273544,0.9235500878734623,0.5754422476586889,0.11231101511879049,0.0,0.8711359404096835,0.8513186345889058,0.45632126412312674,0.935034462531163,0.6185781006746238,0.1786492374727669,0.09302325581395349,0.8725173783515392,0.853216045591924,0.45892848822940324,0.9348433593175467,0.6367305751765893,0.17002237136465326,0.09411764705882353,gametox_merged,bert-base-uncased,16,1,3e-05,200,10,50,5000,0.1
